substans	conceptid
Alfa-adrenoreceptoragonist	372622007
alfa-aminoisobutansyre	13781002
Alfa-aminosyre	43984007
alfa-carboxypenicillin	372689001
alfa-føtoprotein	49944008
Alfa-globulin	102664004
Alfa-glucosid-hæmmer	372565001
alfa/beta-adrenerg blokker	372506003
Alfaprodin	52885008
alfaprostol	96351007
Alfentanil	387560008
Alfentanilhydrochlorid	96184001
Alfuzosin	395954002
Alfuzosinhydrochlorid	395725004
Alginatlyase	33844004
Alginatsynthase	46344004
alginsyre	391734004
alifatisk urethandiacrylat	256137009
Alimemazintartrat	52803004
aliskiren	426725002
aliskirenfumarat	425981005
alitretinoin	116086005
Alizarin-2-beta-glucosyltransferase	78369003
Alkali	63813000
Alkaliserende middel	372795007
alkalisk metalsæbe	418215000
alkalofil Streptomyces-keratinase	72559004
Alkan monooxygenase (FMN-bundet)	58397005
Alkan-1-monooxygenase	85854001
Alkenylglycerophosphocholinhydrolase	66202004
Alkenylglycerophosphoethanolaminhydrolase	52480008
Alkohol	53041004
Alkoholacetyltransferase	62451002
alkoholbaseret middel	419572002
Alkoholdehydrogenase	87336008
Alkoholdehydrogenase (acceptor)	43821000
Alkoholdehydrogenase (NADP^+^)	70787002
alkoholdehydrogenaseinhibitor	372569007
alkoholderivat	416518005
alkoholfrie drikke tilsat koffein	288458006
alkoholisk drik	53527002
Alkoholoxidase	81801009
alkoholstofskiftemodifikator	372621000
Alkoholsulfotransferase	38379008
alkoholudtræk af fyrrelav	256022007
alkoholudtræk af lavendel	256031007
Alkyldimethylbenzylammoniumchlorid	301714004
Alkylerende middel	372669002
Alkylglycerolkinase	36934007
Alkylglyceronkinase	90107002
Alkylglyceronphosphatsynthase	72384002
Alkylglycerophosphoethanolaminphosphodiesterase	45174009
Alkylhalidase	48663002
Alkylkviksølvlyase	82671008
alkylphenolpolyglycolether	17936005
Alkylpiperidinderivat af phenothiazin	41945007
alkylsulfonatantineoplastikum	406754002
Allantoatdeiminase	70564008
Allantoikase	8492004
allantoin	395933009
Allantoinase	112054003
Allantoinracemase	91100006
allergenekstrakt	64896002
allergenekstraktvaccine	417966004
Alliinlyase	26304004
alloalbumin	79198001
alloantistof	59905008
Allobarbital	89422005
alloisoleucin	412632001
Allopurinol	387135004
allopurinolnatrium	425496004
Allosekinase	88043006
Allyl-alkoholdehydrogenase	68826003
allylestrenol	391736002
allylglycidylether	8029009
almecillin	117147001
almitrin	418600009
almotriptan	363569003
almotriptanhydrogenmalat	420803009
almotriptanmalat	129478004
alopecimiddel	409437007
alosetron	116509006
alosetronhydrochlorid	412078005
aloxiprin	421012002
alpha-1-antichymotrypsin	259588003
alpha-1-antitrypsin-isoform M	259589006
alpha-1-antitrypsin-isoform null	259592005
alpha-1-antitrypsin-isoform S	259590002
alpha-1-antitrypsin-isoform Z	259591003
alpha-1,3-Mannosylglycoprotein-beta-1,2-N-acetylglucosaminyltransferase	88710000
alpha-1,3-mannosylglycoprotein-beta-1,4-N-acetylglucosaminyltransferase	75563004
alpha-1,4-glucanprotein-syntase (UDP-dannende)	3193000
alpha-1,4-glucanproteinsynthase (ADP-dannende)	74124009
alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase	77347007
alpha-2-antiplasminantigen	409889009
alpha-2-plasmininhibitorantigen	121221006
alpha-4-integrin-antagonist	413482006
alpha-aminoadipinsyre	95984008
alpha-Aminosyreesterase	50854006
alpha-amylase-præparat	29406002
alpha-caroten	413483001
alpha-cortol	116609000
alpha-dextrin-endo-1,6-alpha-glukosidase	9928005
alpha-galactosidase	30708004
alpha-glucosidase	16783009
alpha-glutamylglutamatdipeptidase	9969001
alpha-hydroxyalprazolam	117158005
alpha-L-arabinofuranosidase	40991009
alpha-L-fucosidase	70734002
alpha-L-rhamnosidase	76088005
alpha-letkæde	259805005
alpha-mannosidase	10949002
alpha-N-Acetylglucosaminidase	29497000
alpha-neoendorphin	16462002
alpha-pinen	256078008
alpha-thymosin	103061000
alpha-tocopherol	259666007
alpha-tocopherolacetat	395830006
alpha,alpha-phosphotrehalase	19323009
alpha,alpha-trehalase	44127005
alpha,alpha-trehalosephosphat-syntase, UDP-dannende	24671002
alpha,alpha-trehalosephosphatsyntase (GDP-dannende)	33161003
alpha,alpha-trehalosephosphorylase	71168005
alpha>1< antitrypsin	14767006
alpha>1< antitrypsin-isotype MM	102788008
alpha>1< antitrypsin-isotype MS	102789000
alpha>1< antitrypsin-isotype MZ	102790009
alpha>1< antitrypsin-isotype SS	102791008
alpha>1< antitrypsin-isotype SZ	102792001
alpha>1< antitrypsin-isotype ZZ	102793006
alpha>1< antitrypsin-isotyper	102787003
Alphadolonacetat	125707004
alphamelanocytstimulerende hormon	77136007
alphaprodinhydrochlorid	412079002
alphaxolon	387037009
Alprazolam	386983007
Alprenolol	96294004
alseroxylon	15098005
alteplase	387152000
Alternansucrase	76622007
Alternaria-serinproteinase	2027002
altrenogest	419841009
Altretamin	387385000
Altronatdehydratase	12823004
Aluminium	12503006
Aluminium OG/ELLER aluminiumforbindelse	105830007
aluminiumacetat	22976006
aluminiumalkyl	39044007
aluminiumammoniumsulfat	65948009
Aluminiumbaseret antacidum	75624004
aluminiumcarbonat	12716009
aluminiumchlorhydrat	409115009
aluminiumchlorid	387372003
aluminiumchloridhexahydrat	108942004
aluminiumfluorid	255753008
Aluminiumforbindelse	41433005
aluminiumglycinat	33837008
aluminiumhydroxid	273944007
aluminiumhydroxidabsorberet plasma	256915001
aluminiumhydroxychlorid	40115000
aluminiumnicotinat	412080004
aluminiumoxid	83881004
aluminiumoxidmalm	38622005
aluminiumpasta	109241007
aluminiumphenolsulfonat	77799007
aluminiumphosphat	14461006
aluminiumsalte	281042006
aluminiumstearat	95976009
aluminiumsulfat	111147005
aluminumacetylsalicylsyre	25796002
aluminummagnesiumsilicat	391748004
alun	11036001
alverin	418483003
Alverincitrat	91023007
Amalgam (sølv)- tandfyldningsmateriale	256447001
Amantadin	372763006
Amantadinhydrochlorid	64507008
Ambenonium	387197009
Ambenoniumchlorid	46887006
ambucetamid	420758002
Ambuphyllin	7302008
ambutonium	28702005
Amcinonid	67980007
Amerchol L 101	255886001
Amfepramonhydrochlorid	37765000
Amidase	18303001
Amidinoaspartase	13804000
Amidinotransferase	130092001
Amidophosphoribosyltransferase	50925004
amifostin	386923005
Amikacin	387266001
Amikacinsulfat	1269009
Amilorid	387503008
Amiloridhydrochlorid	387516008
amiloridhydrochloriddihydrat	412082007
Amin	43201005
aminacrinhydrochlorid	391756001
Amindehydrogenase	21736009
Aminer og deres derivater	301457005
aminhormon	9530002
Aminoacridin	6602005
Aminoacyl-tRNA-hydrolase	20386006
Aminoacylase	60253005
Aminoacylhistidindipeptidase	16480006
Aminoacyllysindipeptidase	80458009
Aminoacylmethylhistidindipeptidase	47169000
Aminoacyltransferase	130082009
aminoamid	60544002
Aminobenzoatdecarboxylase	90047006
aminobenzoesyrederivat	79907004
Aminobutyraldehyddehydrogenase	7670009
Aminocaproinsyre	59882007
Aminocarboxymuconatsemialdehyddecarboxylase	43839009
Aminoglutethimid	387257000
Aminoglycosid-N^3'^-acetyltransferase	48478004
Aminoglykosid ? gruppe af antibiotika	14443002
Aminoglykosid-N^6'^-acetyltransferase	11392006
Aminoimidazolase	48824006
aminoisobutyrsyre	259098002
Aminolevulinataminotransferase	19299003
Aminomethyltransferase	40569009
aminometradin	80253002
Aminomuconatsemialdehyddehydrogenase	42242004
Aminopenicillin	373298001
aminopentamidsulfat	64813009
Aminopeptidase	57765005
Aminopeptidase (human lever)	76977001
Aminopeptidase A	28546000
Aminopeptidase P	79531001
Aminophenazon	65458000
Aminophyllin	373508009
aminophyllinhydrat	391759008
aminopromazin	96310005
aminopromazinfumarat	96311009
Aminopterin	6790004
Aminopyridin	78636009
aminosalicylatnatrium	412083002
aminosalicylnatrium	20231007
aminosalicylsyre	27192005
Aminosukker	27894008
Aminosyre	52518006
Aminosyreacetyltransferase	17270003
aminosyrederivat	386945006
aminosyreracemase	67131001
aminosyretilskud	373452004
Aminotransferase	130093006
aminotransferaseinhibitor	413506009
Aminoxidase (kobberholdig)	112015004
aminsosyre til intravenøs ernæring	425506008
Amiodaron	372821002
amiodaronhydrochlorid	52574003
Amiphenazol	7975001
amisometradin	39263003
amisulprid	391761004
amitraz	96324009
Amitriptylin	372726002
Amitriptylinhydrochlorid	48384000
Amlexanox	108897008
Amlodipin	386864001
Amlodipinbesilat	384976003
amlodipinmaleat	421048000
Ammoniak og ammoniakderivater	290021000
Ammoniakdetoksikerende middel	372674005
Ammoniakkinase	51405003
ammoniumcarbonat	62545005
ammoniumhexachlorplatinat i vand	255978000
Ammoniumion	116770007
ammoniumpersulfat	255945007
ammoniumtetrachlorplatinat	255980006
ammoniumthioglycolat	255946008
Amnionvæske	77012006
Amobarbital	372831009
Amobarbitalnatrium	387343004
amodiaquin	387352008
amodiaquinhydrochlorid	391768005
amolanon	34425005
amorolfin	391769002
amorolfinhydrochlorid	391770001
Amoxapin	373754002
amoxapinmetabolit	117058008
Amoxicillin	372687004
amoxicillinnatrium	427483001
Amoxicillintrihydrat	96068000
AMP-deaminase	12353001
AMP-nucleosidase	68120007
AMP-thymidinkinase	42503003
amphechloral	14796007
Amphetamin	373338002
amphetaminaspartat	116344009
amphetaminil	96239007
amphetaminsulfat	87148003
Amphomycin	43048003
Amphotericin	372643008
amphotericin A	40545005
Amphotericin B	77703004
amphotericin B-liposom	412088006
Ampicillin	387170002
Ampicillinnatrium	96070009
Ampicillintrihydrat	96071008
amprenavir	387006009
amprolium	96146007
amprotropin	79689000
Amrinonlactat	60018006
amsacrin	391774005
amsacrinlactat	391775006
Amylase	387031005
amylcinnamaldehyd	256026005
amylin	417736001
amylinanalog	417485007
amylmetacresol	421472002
amylnitrat	41153003
amylnitrit	387038004
Amylo-1,6-glucosidase	45947007
amylocainhydrochlorid	255963007
amylopectin	14564001
amylopectinglycogen	259382003
amylose	226373007
Amylosucrase	79018002
amøbeantistof	259859008
Amøbicid substans	372680002
Anabolt steroid	111151007
Anagrelid	372561005
Anagrelidhydrochlorid	108977004
anakinra	385549000
Analeptisk middel	373341006
analgetikum	373265006
Analgetikum OG antipyretikum	35834003
Analyt	272524002
ananasjuice	226497004
anastrozol	386910003
Andengenerationscephalosporin	372814002
Androgen	84629008
androgene+anabole steroider	327293007
Androgenforstadier	263668001
Androgent steroid	126162007
Androstan	126087002
androstanediol	103048000
androstanediol	103051007
Androstanolon	103042004
Androstendion	56146000
Androsteron	17117004
anethol	255874004
angiogeneseinhibitor	409408008
Angiotensin	9974009
Angiotensin I	88368002
Angiotensin II	85267009
angiotensin II-receptor-antagonist	372913009
angiotensin III	33963004
Angiotensinase	78760002
Angiotensinkonverterende enzymhæmmermiddel	372733002
Angiotensinogen	54592005
anidulafungin	422157006
Anileridin	55793008
animalsk fedt	13150000
animalsk materiale	256363008
Animalsk produkt	105899005
anionbytter-resin	372604009
anionisk surfaktant	418387003
Anisindion	38122009
anisotropin	57913000
anisotropinmethylbromid	367554003
Anistreplase	386958007
anormal hæmoglobin	8257005
Anserin	102748003
Antacidum	372794006
antalarmin	416501006
Antazolin	373544004
Antazolinhydrochlorid	7816005
antazolinphosphat	387061002
antazolinsulfat	396006001
Anthracen	44033004
Anthracyclin	372540003
anthralin	387293003
anthralintriacetat	419757004
Anthranilat-1,2-dioxygenase (deaminerende, decarboxylerende)	80464002
Anthranilat-3-monooxygenase	74979000
Anthranilatphosphoribosyltransferase	41372005
Anthranilatsynthase	56455005
Anthraquinon	116283009
anthraquinonlaxans	387424000
anthraxvaccine	396420001
Antiallergikum	372555007
Antiandrogen	103024009
Antiarytmisk middel	372813008
antibabesiellamiddel	373712000
Antibakterielt antistof	80343000
antibakterielt middel	419241000
antibiotikagruppen penicillin	373270004
antibiotikum til huden	372875008
antibiotikum til nasal anvendelse	72785003
Antibiotikum til slimhinder	387148000
antibiotisk antituberkuløst middel	417927007
Anticholinergt middel	373246003
Anticholinesterasemiddel	372765004
Antichymotrypsin	259598009
antidemensmiddel	413562009
Antidepressivum	372720008
Antidiabetisk middel	373245004
antidiarémiddel	419028009
antidiuretisk hormon	77671006
antidiuretisk hormonmiddel	417990003
antidot	372892004
antidot til flussyreforbrænding	419517004
antidoter mod pesticider	372641005
antiemetikum	372764000
antifaktor Xa	259747001
antifilariemiddel	420353008
antiflatulensmiddel	372759004
antifolat	372612001
antigen	7120007
antigen mod Leptospira canicola	8083007
antigen mod Leptospira grippotyphosa	8497005
antigen mod Leptospira hardjo	82717005
antigen mod Leptospira icterohaemorrhagia	9415008
antigen mod Leptospira pomona	8308005
antigen mod Mycoplasma gallisepticum	64502002
antigen mod Mycoplasma meleagridis	17620006
antigen mod Mycoplasma synoviae	73046008
antigen til kutantest for fåresyge	25176004
antiglaukommiddel	417362007
Antigonadotropin	103025005
Antiheparinmiddel	372708000
Antihistamin	372806008
Antihormon	103022008
antihuman T-lymfocyt-globulin fra kanin	395855000
antihæmofilifaktormiddel	373768009
antiinfektiøst antimonmiddel	425586005
antiinfektiøst arsenmiddel	418791006
antiinfektiøst bismuthmiddel	426607001
antiinfektiøst blymiddel	425718001
antiinfektiøst kviksølvmiddel	427162002
Antiinfektiøst middel	373249005
antiinfektiøst middel til anvendelse i øre	373484006
Antiinfektiøst middel til brug i urinvejene	372686008
Antiinfektiøst middel til huden	372481008
antiinfektiøst middel til slimhinder	373767004
antiinfektiøst tungmetalmiddel	425924000
antiinflammatorisk halspræparat	10319007
Antiinflammatorisk middel	373283003
antiinflammatorisk pyrazolderivat-middel	426925006
antiinflammatorisk slimhindemiddel	85160003
antiinflammatorisk øjenmiddel	373758004
antiinhibitorkoagulanskompleks	109003006
Antikoagulans	372862008
antikoagulerende antagonist	419927001
Antikonvulsivum	255632006
Antileishmaniamiddel	373491009
antilymfocyt-immunglobulin	391784006
Antimalariamiddel	373287002
Antimalariamiddel af kinabark	373695006
Antimetabolit	372785000
Antimikrobielt antistof	116642004
Antimikrobielt stof	250428009
antimineralocorticoid	103026006
Antimitotisk middel	372556008
Antimon	42449005
Antimon OG/ELLER antimonforbindelse	105831006
Antimonantiprotozomiddel	373740005
antimondimercaptosuccinat	58536000
antimonkaliumtartrat	54340002
antimonnatriumtartrat	40438007
antimonnatriumthioglycolat	14903000
antimonthioglycolat	83625008
Antimuscarinmiddel	372679000
antimuskarint middel, der anvendes ved parkinsonisme	373243006
antimyeloperoxidaseantistof	103178007
antimykobakterielt middel	419278002
Antimykotisk antistof	18659000
antineoplastisk alkaloid	421531002
antineoplastisk anthraquinon	372582004
antineoplastisk antibiotikum	372723005
antineoplastisk ethyleniminmiddel	372608007
antineoplastisk metalkompleksmiddel	409193001
Antineoplastisk middel	372688009
antineutrofile cytoplasmatiske antistoffer i plasma	103181002
antineutrofilt cytoplasmatisk antistof	23318004
Antinukleært antistof	45530001
Antiparasitmiddel	373300001
Antiparkinsonmiddel	372783007
antiperspirant	373747008
antiplasmin	45266004
Antiprotozomiddel	372857007
Antipseudomonaspenicilliner	373218000
antipsykotisk benzimidazolinonderivatmiddel	409381000
antipsykotisk benzisoxazolderivatmiddel	372483006
Antipsykotisk butyrophenonderivatmiddel	372808009
antipsykotisk dibenzoxazepinderivat middel	372696004
antipsykotisk dihydrocarbostyrilderivatmiddel	406783004
antipsykotisk dihydroindolonderivatmiddel	373264005
antipsykotisk diphenylbutylpiperidinderivatmiddel	373257008
Antipsykotisk middel	372482001
antipsykotisk phenylbutylpiperadinderivatmiddel	372492009
antipsykotisk thioxanthenderivatmiddel	373255000
Antipyreticum	76644002
Antireumatisk middel	372888006
Antiribosomalt antistof	28673005
Antischistosommiddel	373770000
antiserum	398655004
Antispasmodicum	373293005
Antistof	68498002
Antistof iht. mål	116641006
antistof mod aspergillusart	120657002
antistof mod bartonellaart	120687008
antistof mod bordetellaart	120747009
antistof mod Borrelia-art	120680005
antistof mod brucellaart	120663006
antistof mod candidaart	120669005
antistof mod chlamydiaart	120675001
antistof mod clostridiumart	120716003
antistof mod corynebacteriumart	120777003
antistof mod coxiellaart	120692005
antistof mod det hæmatopoietiske system	399850000
antistof mod Echinococcus-art	120816007
antistof mod entamoebaart	120668002
antistof mod Epstein-Barr-virus nukleært antigen	120711008
antistof mod fasciolaart	120785007
antistof mod francisellaart	120674002
antistof mod helicobacterart	120697004
antistof mod hepatitis A-virus	32609007
antistof mod hepatitis B-virus	122450004
antistof mod hepatitis C-virus	72165005
antistof mod hepatitis D-virus	53117004
Antistof mod infektiøs organisme	312301006
Antistof mod koagulationsfaktor	116185007
antistof mod legionellaart	120743008
antistof mod leishmaniaart	120765008
antistof mod leptospiraart	120767000
antistof mod listeriaart	120839001
antistof mod micropolysporaart	120830002
antistof mod mycoplasmaart	120704009
antistof mod myeloide makrofager	25717005
antistof mod Neisseria-art	120833000
antistof mod ovarium	121147006
antistof mod paragonimusart	120838009
antistof mod parasit	79769009
antistof mod penicilliumart	120851004
antistof mod phospholipider	259916004
antistof mod plasmodiumart	120745001
antistof mod purkinjeceller	121155004
Antistof mod rickettsier	78178004
antistof mod salmonellaart	120664000
antistof mod Schistosoma-art	120670006
antistof mod stafylokokart	120903006
antistof mod streptokokart	120677009
antistof mod strongyloidesart	120884004
antistof mod toxoplasmaart	120671005
antistof mod treponemaart	120722007
antistof mod trichinellaart	120724008
antistof mod trypanosomaart	120770001
antistof mod tværstribet muskel	121124005
antistof mod yersiniaart	120676000
Antithrombin	259742007
antithyroperoxidaseantistof	103184005
antitoksin	71862009
antitreponemamiddel	46122001
Antitrichomonasmiddel	373261002
antitrombin I	304078001
antitrombin III	34086003
Antitrombocytmiddel	372560006
Antitrypanosomamiddel	373511005
Antituberkulosemiddel	2537003
antitumornekrosefaktor-alpha-middel	420693002
antityroidt stof	418416001
Antiviralt antistof	77767001
antiviralt halsmiddel	35355005
antiviralt hudmiddel	66044002
Antiviralt middel	372701006
antiviralt middel til nasal anvendelse	43034003
antiviralt slimhindemiddel	60746002
antiviralt øjenmiddel	373710008
antiviralt øremiddel	38011007
Anxiolytisk middel	373282008
Anxiolytisk, sedativum OG/ELLER hypnoticum	373209002
anæstestikum til topial anvendelse	373520001
anæstetikum	373266007
Anæstetikum til generel anæstesi	373288007
anæstetisk adjuvans	373535000
anæstetisk antiarytmikum	67258004
apiosereductase	9197008
Apolipoprotein	259599001
Apolipoprotein A	87399004
Apolipoprotein B	26821000
Apolipoprotein B-100	102722006
Apolipoprotein B-150	102723001
Apolipoprotein B-48	102724007
Apolipoprotein C	53473003
Apolipoprotein D	102729002
Apolipoprotein E	102730007
Apolipoprotein E2	102731006
apomorphin	387375001
