drugid	drugname	substans	conceptid
28104522809	Clopixol	ZUCLOPENTHIXOLDIHYDROCHLORID	426594007
28100669975	Trisekvens	NORETHISTERONACETAT	126104005
28100096555	Neo-mercazole	CARBIMAZOL	395831005
28104563409	Avelox	MOXIFLOXACINHYDROCHLORID	116347002
28103186600	Perichol	SIMVASTATIN	387584000
28103262101	Aranesp	DARBEPOETIN ALFA	385608005
28103738504	Pravastatin "Arrow"	PRAVASTATINNATRIUM	96306007
28101183484	Addiphos	KALIUMHYDROXID	34763001
28104540009	Olimel N5E	Phenylalanin	63004003
28101040380	Tafil	ALPRAZOLAM	386983007
28103246901	Detrusitol Retard	TOLTERODINTARTRAT	386971005
28101666494	Burinex	BUMETANID	387498005
28103939806	Medikinet	METHYLPHENIDATHYDROCHLORID	42163009
28100375161	Ercoquin	HYDROXYCHLOROQUINSULFAT	13502005
28101535292	Metocar	METOPROLOLTARTRAT	72770009
28100713376	Fenemal "DLF"	PHENOBARBITAL	373505007
28100592071	Keflex	CEFALEXINMONOHYDRAT	412343003
28101253786	Tracel	ZINKCHLORID	64179000
28103321801	Pamol Flash	PARACETAMOL	387517004
28103454502	Physioneal 35 Glucose Clear-F	NATRIUMHYDROGENCARBONAT	387319002
28101891697	Telfast	FEXOFENADINHYDROCHLORID	108653007
28103260901	Sandimmun Neoral	CICLOSPORIN	387467008
28103275401	Sustiva	EFAVIRENZ	387001004
28104489309	Temomedac	TEMOZOLOMID	387009002
28100420262	Florinef	FLUDROCORTISONACETAT	116587006
28101053680	Flagyl	METRONIDAZOL	372602008
28100597671	Provera	MEDROXYPROGESTERONACETAT	126112002
28104367408	Targin	OXYCODONHYDROCHLORID	387024006
28103261701	Aranesp	DARBEPOETIN ALFA	385608005
28103967706	Altargo	Retapamulin	427137002
28103117299	Benylan	DIPHENHYDRAMINHYDROCHLORID	19510001
28101187784	Hexaglucon	GLIBENCLAMID	384978002
28104327708	Burana	IBUPROFEN	387207008
28101220085	Doloproct	LIDOCAINHYDROCHLORID	61773008
28100657875	Cincain "Ophtha"	CINCHOCAIN	395953008
28101902497	Otrivin Menthol ukonserveret	Xylometazolinhydrochlorid	75327003
28103417202	Cordan	AMIODARONHYDROCHLORID	52574003
28101713294	Redap	ADAPALEN	386934008
28103233301	Neuril	GABAPENTIN	386845007
28103480503	StructoKabiven Elektrolytfri	GLYCIN	15331006
28101207285	Diprolen	BETAMETHASONDIPROPIONAT	88736007
28103736104	Efexor Depot	VENLAFAXINHYDROCHLORID	108434005
28103480403	StructoKabiven	Threonin	52736009
28104683410	Versatis	LIDOCAIN	387480006
28104540209	Olimel N9E	Leucin	83797003
28101080181	Contalgin	MORPHINSULFAT	60886004
28103394302	Lisinopril/hydrochlorthiaz.San	HYDROCHLORTHIAZID	387525002
28103320601	Ramipril/hydrochlorthiaz. "1A"	RAMIPRIL	386872004
28101113282	Vaminolac	HISTIDIN	60260004
28100992678	Temgesic	BUPRENORPHINHYDROCHLORID	21066009
28104069206	Trilafon	PERPHENAZIN	387229007
28103169300	TrioBe	PYRIDOXINHYDROCHLORID	126227009
28103470003	Ketoconazole Shampoo "Actavis"	KETOCONAZOL	387216007
28104704510	Inspra	EPLERENON	407010008
28103248101	Oliclinomel N4-550E	Arginin	52625008
28103018598	Omegaven	Glycerol	80582002
28100563869	Pentrexyl	AMPICILLINNATRIUM	96070009
28103131200	Indivina	ESTRADIOLVALERAT	96350008
28101578093	Suprane	DESFLURAN	386841003
28104153107	Hycamtin	TOPOTECANHYDROCHLORID	108781007
28101560293	Diproderm	BETAMETHASON	116571008
28101462491	Nobligan	TRAMADOLHYDROCHLORID	108505002
28101570893	Ifosfamid "A-Pharma"	IFOSFAMID	386904003
28101787795	Nurofen Junior	IBUPROFEN	387207008
28100613272	Solu-medrol	METHYLPREDNISOLONNATRIUMSUCCINAT	412248005
28104540109	Olimel N7E	Serin	14125007
28100289759	Antabus	DISULFIRAM	387212009
28101857896	Efexor Depot	VENLAFAXINHYDROCHLORID	108434005
28103035198	Synagis	PALIVIZUMAB	386900007
28101936197	Malarone	ATOVAQUON	386899002
28103853605	Equasym Depot	METHYLPHENIDATHYDROCHLORID	42163009
28103908306	Gestinyl	Ethinylestradiol	126097006
28101004578	Theo-dur	THEOPHYLLIN	372810006
28101671994	Fluorolex	Natriumfluorid	6910009
28104754210	Depo-Medrol	METHYLPREDNISOLONACETAT	80959009
28103457202	Prismasol 4 mmol/l kalium	NATRIUMHYDROGENCARBONAT	387319002
28103115799	Oxynorm	OXYCODONHYDROCHLORID	387024006
28100245657	Syntocinon	OXYTOCIN	112115002
28103443102	Advate	Octocog Alfa	418888003
28103846805	Accusol 35 Kalium 4 mmol/l	NATRIUMHYDROGENCARBONAT	387319002
28103850705	Asasantin Retard	ACETYLSALICYLSYRE	387458008
28103993006	Oxaliplatin "Hospira"	Oxaliplatin	395814003
28103131100	Indivina	MEDROXYPROGESTERONACETAT	126112002
28103409302	Ramipril "Actavis"	RAMIPRIL	386872004
28103618503	Glimepirid "Stada"	GLIMEPIRID	386966003
28101451391	Alprox	ALPRAZOLAM	386983007
28103090699	Trimonil Retard	CARBAMAZEPIN	387222003
28101411390	Imigran	SUMATRIPTANSUCCINAT	96215002
28101107682	Betolvex	CYANOCOBALAMIN	419382002
28103457102	Prismasol 2 mmol/l kalium	NATRIUMCHLORID	387390002
28104288008	Phoxilium	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28103117799	NutrinealPD41.1%Amin Ac C-Flex	GLYCIN	15331006
28103729804	Metoprololsuccinat "Hexal"	METOPROLOLSUCCINAT	412432007
28103610903	Zonegran	ZONISAMID	125693002
28103045698	Hemosol B0	NATRIUMHYDROGENCARBONAT	387319002
28103943006	Mircera	Methoxypolyethylenglycol-epoetin beta	425913002
28103842705	Vreya	Ethinylestradiol	126097006
28101195584	Tenoretic Mite	ATENOLOL	387506000
28100673375	Cisordinol Depot	ZUCLOPENTHIXOLDECANOAT	395932004
28100187056	Ritalin	METHYLPHENIDATHYDROCHLORID	42163009
28104173107	Omeprazol "Bluefish"	OMEPRAZOL	387137007
28101203684	Hexalacton	SPIRONOLACTON	387078006
28101174583	Rocephalin	Ceftriaxonnatrium	33440000
28104140507	Rocuronium "Hameln"	ROCURONIUMBROMID	108450002
28101881397	Zomig	ZOLMITRIPTAN	363582006
28101796395	Zantac	RANITIDINHYDROCHLORID	24202000
28103341102	Cipralex	ESCITALOPRAM	400447003
28104838311	Fusidinsy-hydrocor.ace."Europh	FUSIDINSYRE	387530003
28104326408	Metoprololsuccinat "Orion"	METOPROLOLSUCCINAT	412432007
28103260101	Neurontin	GABAPENTIN	386845007
28101305187	Pirom	PIROXICAM	387153005
28104581109	Zofran	ONDANSETRON	372487007
28104688510	Lercanidipinhydrochl. "2care4"	LERCANIDIPINHYDROCHLORID	395768003
28100161355	Heparin "Leo"	Heparinnatrium	50045009
28104248907	Nasacort	TRIAMCINOLONACETONID	395913005
28104534009	Xalacom	TIMOLOLMALEAT	75359005
28101394190	Klacid	CLARITHROMYCIN	387487009
28103852005	Fostimon	UROFOLLITROPIN	395920003
28104043806	Ropinirol "Mylan"	ROPINIROLHYDROCHLORID	108474004
28104155507	Ancozan Comp	HYDROCHLORTHIAZID	387525002
28104363208	Levazyr	Levocetirizindihydrochlorid	425461004
28101557293	Iomeron	IOMEPROL	395753004
28101879497	Terbasmin Turbuhaler	TERBUTALINSULFAT	24583009
28103775305	Mixamin Glucos 200 mg/ml	NATRIUMCHLORID	387390002
28100685375	Dogmatil	SULPIRID	395891007
28103505203	Lamotrigin "Copyfarm"	LAMOTRIGIN	387562000
28104540009	Olimel N5E	KALIUMCHLORID	8631001
28103088399	Kabiven	ALANIN	58753009
28103270301	Cernevit	ASCORBINSYRE	43706004
28103947106	Tetraspan	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28103451502	Rimcure	RIFAMPICIN	387159009
28100656574	Diural	FUROSEMID	387475002
28103918306	Revlimid	Lenalidomid	421471009
28103248701	Oliclinomel N7-1000E	Tyrosin	27378009
28103775305	Mixamin Glucos 200 mg/ml	ZINKCHLORID	64179000
28104533709	Bicalutamid "Orion"	BICALUTAMID	386908000
28103088399	Kabiven	Arginin	52625008
28103729704	Metoprololsuccinat "Hexal"	METOPROLOLSUCCINAT	412432007
28101225585	Spektramox	AMOXICILLINTRIHYDRAT	96068000
28103817505	Glimepirid "KRKA"	GLIMEPIRID	386966003
28101530992	Lioresal	BACLOFEN	387342009
28104749110	Mestinon	PYRIDOSTIGMINBROMID	34915005
28103660504	Anartan Comp.	HYDROCHLORTHIAZID	387525002
28104728510	Sevorane	SEVOFLURAN	386842005
28103946306	Mycamine	MICAFUNGIN	416127003
28103775405	Mixamin Glucos 120 mg/ml	Phenylalanin	63004003
28100688875	Brentacort	HYDROCORTISON	396458002
28100286458	Terramycin-Polymyxin B	OXYTETRACYCLINHYDROCHLORID	54729007
28104105907	Tamiflu	OSELTAMIVIRPHOSPHAT	116113006
28100615172	Diproderm	BETAMETHASONDIPROPIONAT	88736007
28100487965	Maxidex	DEXAMETHASON	372584003
28101697594	Uromitexan	MESNA	386922000
28104710310	Ramipril "Krka"	RAMIPRIL	386872004
28103863305	Cozaar Comp. 100 mg/12,5 mg	HYDROCHLORTHIAZID	387525002
28104047706	Promixin	COLISTIMETHATNATRIUM	38686006
28101837196	Divina Plus	MEDROXYPROGESTERONACETAT	126112002
28103223300	Berodual	IPRATROPIUMBROMID	386881005
28103786604	Aranesp	DARBEPOETIN ALFA	385608005
28104569009	Galieve Cool Mint	NATRIUMALGINAT	75876003
28101067681	Veraloc	VERAPAMILHYDROCHLORID	14340003
28103626204	StructoKabiven Perifer	HISTIDIN	60260004
28101229085	Fucicort	FUSIDINSYRE	387530003
28101318287	Eprex	EPOETIN ALFA	386947003
28101825396	Genotropin Miniquick	SOMATROPIN	395883003
28100731076	Litiumkarbonat "OBA"	LITHIUMCARBONAT	387095003
28101803096	Contalgin	MORPHINSULFAT	60886004
28103153100	Accutin	Isotretinoin	387208003
28103248501	Oliclinomel N6-900E	PROLIN	52541003
28100454364	Tegretol	CARBAMAZEPIN	387222003
28100695776	Soluvit	Natriumascorbat	126231003
28103129699	Oxynorm	OXYCODONHYDROCHLORID	387024006
28103626204	StructoKabiven Perifer	Taurin	10944007
28104819011	Androcur	CYPROTERONACETAT	126120000
28100481265	Mylicon	DIMETICON	396031000
28104590309	Famvir	FAMCICLOVIR	387557001
28101959797	Artelac	Hypromellose	412410003
28104249507	Amlodipin "Teva"	AMLODIPINBESILAT	384976003
28104332508	Clomipraminhydrochl. "2care4"	CLOMIPRAMINHYDROCHLORID	387027004
28103513203	Physioneal 35 Glucose 1,36%w/v	NATRIUMHYDROGENCARBONAT	387319002
28104569009	Galieve Cool Mint	Calciumcarbonat	387307005
28103052798	Mandolgin	TRAMADOLHYDROCHLORID	108505002
28103424102	Ramipril "Stada"	RAMIPRIL	386872004
28103109899	Aranesp	DARBEPOETIN ALFA	385608005
28101199484	Trimonil Retard	CARBAMAZEPIN	387222003
28103828005	Sumatriptan "GSK"	SUMATRIPTANSUCCINAT	96215002
28101475291	Allergodil	AZELASTINHYDROCHLORID	108646003
28103801405	Kuracid	RANITIDINHYDROCHLORID	24202000
28104208007	True Test	Kaliumdichromat	19893005
28100991168	Cyklokapron	TRANEXAMSYRE	386960009
28100633173	Nebcina	TOBRAMYCIN	373548001
28104110407	Losartankalium "Orifarm"	LOSARTANKALIUM	108582002
28101082281	Gaviscon	NATRIUMALGINAT	75876003
28104327608	Burana	IBUPROFEN	387207008
28101585894	Evorel	ESTRADIOL	126172005
28103626204	StructoKabiven Perifer	Leucin	83797003
28101495392	Imdur	Isosorbidmononitrat	386854005
28100723576	Klopoxid "DAK"	CHLORDIAZEPOXID	372866006
28100982178	Madopar "62,5"	LEVODOPA	387086006
28103835805	Simvastatin "Sandoz"	SIMVASTATIN	387584000
28101072581	Zantac	RANITIDINHYDROCHLORID	24202000
28104539909	Olimel Perifer N4E	METHIONIN	70288006
28103397002	Zyrona	CYPROTERONACETAT	126120000
28104371308	SmofKabiven Perifer	Serin	14125007
28100989878	Furix	FUROSEMID	387475002
28103248501	Oliclinomel N6-900E	KALIUMCHLORID	8631001
28101831196	Serdolect	Sertindol	418732002
28103009598	Activelle	ESTRADIOL	126172005
28103149400	Kabiven Perifer	HISTIDIN	60260004
28103940706	Risperidon "Krka"	RISPERIDON	386840002
28101698894	Famvir	FAMCICLOVIR	387557001
28104106407	Ratiograstim	FILGRASTIM	386948008
28101311887	Klexane	ENOXAPARINNATRIUM	108983001
28103802105	Omnistad	TAMSULOSINHYDROCHLORID	108560009
28101066981	Frisium	CLOBAZAM	387572002
28101040480	Tafil	ALPRAZOLAM	386983007
28103280501	Zavesca	MIGLUSTAT	412296005
28104044006	Epiduo	ADAPALEN	386934008
28103262001	Aranesp	DARBEPOETIN ALFA	385608005
28103738604	Pravastatin "Arrow"	PRAVASTATINNATRIUM	96306007
28103939906	Medikinet	METHYLPHENIDATHYDROCHLORID	42163009
28103480403	StructoKabiven	GLYCIN	15331006
28103089399	Actos	PIOGLITAZONHYDROCHLORID	116097005
28104082707	Gabapentin "Bluefish"	GABAPENTIN	386845007
28103611303	Cosopt Ukonserveret	DORZOLAMIDHYDROCHLORID	126154004
28101218885	Brentacort	HYDROCORTISON	396458002
28103466503	Physioneal 40 Glucose Clear-F	NATRIUMCHLORID	387390002
28103480503	StructoKabiven Elektrolytfri	Threonin	52736009
28104078606	Octreotide "Hospira"	OCTREOTIDACETAT	109055007
28103023098	Risperdal	RISPERIDON	386840002
28100713276	Fenemal "DLF"	PHENOBARBITAL	373505007
28104476709	Asasantin Retard	ACETYLSALICYLSYRE	387458008
28104069106	Trilafon	PERPHENAZIN	387229007
28100657174	Cyclogyl	Cyclopentolathydrochlorid	83534009
28104007006	Gliclazid "Teva"	GLICLAZID	395731001
28103480403	StructoKabiven	ALANIN	58753009
28104704410	Inspra	EPLERENON	407010008
28100445563	Lysantin	ORPHENADRINHYDROCHLORID	395813009
28101330088	Alk-fortyndingsvæske	NATRIUMCHLORID	387390002
28101485492	Mycofen	CICLOPIROX	372854000
28104367308	Targin	OXYCODONHYDROCHLORID	387024006
28100830279	Viskøse Øjendråber "Ophtha"	NATRIUMCHLORID	387390002
28101167883	Antepsin	SUCRALFAT	387387008
28103517003	Lovastatin "Actavis"	LOVASTATIN	96303004
28100669975	Trisekvens	ESTRADIOLHEMIHYDRAT	116070003
28104493209	Femara	LETROZOL	386911004
28103643004	Zeldox	ZIPRASIDONHYDROCHLORID	129479007
28103233201	Neuril	GABAPENTIN	386845007
28103724404	NovoMix 50 FlexPen	Insulin aspart	325072002
28103584703	Bumetanid "Orifarm"	BUMETANID	387498005
28104540109	Olimel N7E	Leucin	83797003
28101404090	Tisseel Duo Quick	Aprotinin	386961008
28104132107	Tizanidin "Teva"	TIZANIDINHYDROCHLORID	108462003
28104371308	SmofKabiven Perifer	HISTIDIN	60260004
28103055098	Azathioprin "Ratiopharm"	AZATHIOPRIN	372574004
28103028498	Atacand Zid 8 mg/12,5 mg	CANDESARTANCILEXETIL	386878000
28104284008	Lercanidipinhydrochl."Actavis"	LERCANIDIPINHYDROCHLORID	395768003
28104442308	Diproderm	BETAMETHASONDIPROPIONAT	88736007
28104603409	Symbicort Mite Turbuhaler	BUDESONID	395726003
28103126999	Celebra	CELECOXIB	116081000
28103724904	Terbinafin "Stada"	TERBINAFINHYDROCHLORID	108927002
28101697294	Airomir	SALBUTAMOLSULFAT	48474002
28100612972	Mindiab	GLIPIZID	387143009
28103562503	Aloxi	PALONOSETRONHYDROCHLORID	412263008
28101845596	Arthrotec Forte	DICLOFENACNATRIUM	62039007
28101582793	Tafil Retard	ALPRAZOLAM	386983007
28104539909	Olimel Perifer N4E	Glutaminsyre	85214009
28103131300	Indivina	ESTRADIOLVALERAT	96350008
28103457202	Prismasol 4 mmol/l kalium	NATRIUMCHLORID	387390002
28101362889	Temgesic	BUPRENORPHINHYDROCHLORID	21066009
28104056406	Oriptan	SUMATRIPTANSUCCINAT	96215002
28103457102	Prismasol 2 mmol/l kalium	NATRIUMHYDROGENCARBONAT	387319002
28101784995	Glavamin	Glutaminsyre	85214009
28100928577	Diprosalic	SALICYLSYRE	387253001
28100920277	Adriamycin	DOXORUBICINHYDROCHLORID	90875009
28101315187	Lioresal	BACLOFEN	387342009
28103261801	Aranesp	DARBEPOETIN ALFA	385608005
28104021206	Topiramat "Hexal"	TOPIRAMAT	386844006
28101492292	Calcichew-D3	Cholecalciferol	18414002
28100636573	Diproderm	BETAMETHASONDIPROPIONAT	88736007
28104650610	Letrozol "Tabs n Caps"	LETROZOL	386911004
28101384689	Accupro	QUINAPRILHYDROCHLORID	386875002
28101896697	Zofran Konserveret	ONDANSETRON	372487007
28100661175	Fucidin	Natriumfusidat	395876005
28104055307	Cyklokapron	TRANEXAMSYRE	386960009
28103697304	Kepivance	Palifermin	417550009
28103924706	Vinorelbin "Ebewe"	VINORELBINTARTRAT	108794009
28101796595	Fontex	FLUOXETINHYDROCHLORID	75115009
28101785695	Ventoline	SALBUTAMOLSULFAT	48474002
28101569793	Nimotop	NIMODIPIN	387502003
28103003898	Tractocile	ATOSIBANACETAT	427147004
28103935506	Amlodipin "Krka"	AMLODIPINBESILAT	384976003
28103357602	Malarone	PROGUANILHYDROCHLORID	395845004
28101592994	Scandonest	MEPIVACAINHYDROCHLORID	65741009
28103115899	Oxynorm	OXYCODONHYDROCHLORID	387024006
28101169983	Ovestin	ESTRIOL	73723004
28104130807	Ipramol Steri-Neb	IPRATROPIUMBROMID	386881005
28100715276	Folimet	Folsyre	63718003
28103997806	Pulmicort Turbuhaler	BUDESONID	395726003
28103249501	MicardisPlus	HYDROCHLORTHIAZID	387525002
28104208007	True Test	Hydroxycitronellal	256019005
28103846705	Accusol 35 Kalium 2 mmol/l	NATRIUMHYDROGENCARBONAT	387319002
28103090599	Trimonil Retard	CARBAMAZEPIN	387222003
28101774195	Etoposide "Pfizer"	ETOPOSID	387316009
28103657004	Inspra	EPLERENON	407010008
28104051006	Proctosedyl	HYDROCORTISON	396458002
28103729904	Metoprololsuccinat "Hexal"	METOPROLOLSUCCINAT	412432007
28104606509	Zok-Zid	METOPROLOLSUCCINAT	412432007
28104326508	Metoprololsuccinat "Orion"	METOPROLOLSUCCINAT	412432007
28103587103	Symbicort Mite Turbuhaler	BUDESONID	395726003
28103080799	Visudyne	VERTEPORFIN	387059006
28103206800	Travatan	Travoprost	129493000
28103293201	Carvedilol "KRKA"	CARVEDILOL	386870007
28103852105	Fostimon	UROFOLLITROPIN	395920003
28104540209	Olimel N9E	Serin	14125007
28100609972	Betaserc	BETAHISTINDIHYDROCHLORID	322052003
28103415902	Ranid	HYDROCHLORTHIAZID	387525002
28103248701	Oliclinomel N7-1000E	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28103637004	Omeprazol "Recept"	OMEPRAZOL	387137007
28103853505	Equasym Depot	METHYLPHENIDATHYDROCHLORID	42163009
28103603903	Giona Easyhaler	BUDESONID	395726003
28104264407	Livopan	Oxygen	24099007
28101042380	Aminoplasmal	Leucin	83797003
28101535392	Metocar	METOPROLOLTARTRAT	72770009
28100399462	Fucidin	Natriumfusidat	395876005
28104683910	Spersadex Comp.	DEXAMETHASONNATRIUMPHOSPHAT	396017000
28100966678	Motilium	DOMPERIDON	387181004
28103995906	Granisetron "BMM Pharma"	GRANISETRONHYDROCHLORID	108425000
28103284901	Salamol	SALBUTAMOLSULFAT	48474002
28103540203	Rilast Turbuhaler	BUDESONID	395726003
28101746195	Estrofem	ESTRADIOLHEMIHYDRAT	116070003
28103443002	Advate	Octocog Alfa	418888003
28101188784	Hexapindol	PINDOLOL	387102009
28103464102	Simvastatin "KRKA"	SIMVASTATIN	387584000
28100690776	Balancid Novum	Calciumcarbonat	387307005
28104175007	Anastrozol "Sandoz"	ANASTROZOL	386910003
28100744276	Prednisolon "DAK"	PREDNISOLON	116601002
28100777276	Prednisolon "DAK"	PREDNISOLON	116601002
28103169808	Xolair	Omalizumab	406443008
28101773695	Clinimix N17G35E	Phenylalanin	63004003
28103037998	Implanon NXT	ETONOGESTREL	396050000
28101942697	Mandolgin Retard	TRAMADOLHYDROCHLORID	108505002
28103512703	Diovan Comp 160 mg/12,5 mg	VALSARTAN	386876001
28101389489	Sufenta	SUFENTANILCITRAT	37527009
28100980178	Metronidazol "Actavis"	METRONIDAZOL	372602008
28104422508	Clobex	Clobetasolpropionat	32197004
28103308201	bicaVera 4,25% Glucose	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28104610709	ReQuip Depot	ROPINIROLHYDROCHLORID	108474004
28101530892	Lioresal	BACLOFEN	387342009
28103050198	balance4,25%glucos1,75mmolCa/l	MAGNESIUMCHLORIDHEXAHYDRAT	116128006
28103698604	Aricept	DONEPEZIL	386855006
28104197407	Reyataz	ATAZANAVIRSULFAT	404838006
28104051106	Primperan	METOCLOPRAMID	372776000
28104155707	Ancozan Comp	LOSARTANKALIUM	108582002
28103902506	Matrifen	FENTANYL	373492002
28104559909	Losartanka./HClthiazid "Krka"	LOSARTANKALIUM	108582002
28100902976	Panodil Junior	PARACETAMOL	387517004
28101897297	Atacand	CANDESARTANCILEXETIL	386878000
28104270507	SmofKabiven elektrolytfri	ALANIN	58753009
28101219985	Doloproct	Fluocortolonpivalat	419040009
28101784995	Glavamin	Isoleucin	14971004
28103248701	Oliclinomel N7-1000E	Serin	14125007
28101563093	Peditrace	Kaliumiodid	89351005
28103169300	TrioBe	CYANOCOBALAMIN	419382002
28100608672	Canesten	CLOTRIMAZOL	387325003
28101825496	Genotropin Miniquick	SOMATROPIN	395883003
28104077407	Trospiumchlorid "Alternova"	TROSPIUMCHLORID	326557004
28101409690	Lamisil	TERBINAFINHYDROCHLORID	108927002
28100602871	Urispadol	FLAVOXATHYDROCHLORID	87090006
28101170383	Clotrason	BETAMETHASONDIPROPIONAT	88736007
28101914897	NeoRecormon	EPOETIN BETA	396043004
28101952497	Kalium-Natr.-Glucos. Fres.Kabi	KALIUMCHLORID	8631001
28101773295	Clinimix N9G15E	Arginin	52625008
28103785905	Keppra	Levetiracetam	387000003
28101753595	Cozaar Comp.	LOSARTANKALIUM	108582002
28103908206	Gestinyl	Ethinylestradiol	126097006
28103424002	Ramipril "Stada"	RAMIPRIL	386872004
28104043706	Ropinirol "Mylan"	ROPINIROLHYDROCHLORID	108474004
28103946206	Mycamine	MICAFUNGIN	416127003
28103012298	Arava	LEFLUNOMID	386981009
28104110207	Moxalole	NATRIUMCHLORID	387390002
28103782605	Clindamycin "Alternova"	CLINDAMYCINHYDROCHLORID	63084001
28103775405	Mixamin Glucos 120 mg/ml	NATRIUMCHLORID	387390002
28103151500	Fentanyl "Hameln"	FENTANYLCITRAT	29190006
28104539909	Olimel Perifer N4E	ALANIN	58753009
28104187907	Requip Depot	ROPINIROLHYDROCHLORID	108474004
28104622909	DesmoMelt	DESMOPRESSIN	126189002
28103101199	Avelox	MOXIFLOXACINHYDROCHLORID	116347002
28101053080	Spiron	SPIRONOLACTON	387078006
28104557609	Warfarin "Orion"	WARFARINNATRIUM	63167009
28101055580	Bricanyl Retard	TERBUTALINSULFAT	24583009
28103153200	Accutin	Isotretinoin	387208003
28101318387	Eprex	EPOETIN ALFA	386947003
28103232401	Zyvoxid	LINEZOLID	387056004
28103129599	Oxynorm	OXYCODONHYDROCHLORID	387024006
28101818996	Calcichew-D3 Forte	Calciumcarbonat	387307005
28100320959	Dulcolax	BISACODYL	387075009
28103762705	Metformin "Stada"	METFORMINHYDROCHLORID	109083009
28103776405	Methotrexat "Sandoz"	METHOTREXATNATRIUM	412247000
28104533809	Bicalutamid "Orion"	BICALUTAMID	386908000
28101860196	Evo-Sequi	ESTRADIOLHEMIHYDRAT	116070003
28101416390	Doxorubin	DOXORUBICINHYDROCHLORID	90875009
28103363702	Fluconazol "Nycomed"	FLUCONAZOL	387174006
28101897897	Cozaar	LOSARTANKALIUM	108582002
28100643574	Leponex	CLOZAPIN	387568001
28101779795	Contalgin Uno	MORPHINSULFAT	60886004
28103281701	Fluconazol "HEXAL"	FLUCONAZOL	387174006
28101113282	Vaminolac	Arginin	52625008
