Begrebs ID;Fuldt specificerende term;Foretrukken term ID;Foretrukken term;; 
294259007;I series prostaglandin allergy (disorder);4288491000005110;allergi over for prostaglandin I-serien;;
294260002;Epoprostenol allergy (disorder);4111961000005110;allergi over for epoprostenol;;
293648004;Misoprostol allergy (disorder);3848361000005110;allergi over for misoprostol;;
293636002;Radiopharmaceutical allergy (disorder);3848491000005110;allergi over for radiofarmaceutisk middel;;
293637006;Contrast media allergy (disorder);3848501000005110;allergi over for kontraststof;;
293639009;Magnetic resonance imaging contrast media allergy (disorder);3848511000005110;allergi over for kontraststof til MR-scanning;;
293638001;X-ray contrast media allergy (disorder);3848521000005110;allergi over for røntgenkontraststof;;
419666006;Topical agent allergy (disorder);3981681000005110;allergi over for middel til topikal anvendelse;;
294359005;Econazole allergy (disorder);4111981000005110;allergi over for econazol;;
294308009;Hemorrhoid preparation allergy (disorder);4112021000005110;allergi over for hæmoridepræparat;;
294407003;Hexetidine allergy (disorder);4112031000005110;allergi over for hexetidin;;
294164001;Topical dermatological preparation allergy (disorder);4203571000005110;allergi over for dermatologisk præparat til topikal anvendelse;;
294195008;Anionic surfactant allergy (disorder);4111991000005110;allergi over for anionisk surfaktant;;
294196009;Alkali metal soap allergy (disorder);4112001000005110;allergi over for alkalisk metalsæbe;;
294197000;Astringent allergy (disorder);4112011000005110;allergi over for astringerende middel;;
294198005;Aluminum astringent allergy (disorder);4203601000005110;allergi over for astringerende middel indeholdende aluminium;;
294411009;Bismuth subnitrate and iodoform paste impregnated gauze allergy (disorder);4203611000005110;allergi over for gaze imprægneret med pas indeholdende bismuthsubnitrat og iodoform;;
294415000;Chloroxylenol allergy (disorder);4112051000005110;allergi over for chloroxylenol;;
294180006;Azelaic acid allergy (disorder);4112041000005110;allergi over for azelainsyre;;
294438002;Benzalkonium allergy (disorder);4112071000005110;allergi over for benzalkonium;;
294186000;Benzoic acid allergy (disorder);3955171000005110;allergi over for benzoesyre;;
294203002;Benzoyl peroxide allergy (disorder);4112061000005110;allergi over for benzoylperoxid;;
294181005;Bromine complexes allergy (disorder);4288451000005110;allergi over for bromkomplekser;;
294172004;Bufexamac allergy (disorder);4112091000005110;allergi over for bufexamac;;
294168003;Calamine allergy (disorder);4112081000005110;allergi over for calamin;;
294185001;Camouflaging preparations allergy (disorder);4203631000005110;allergi over for camouflerende middel;;
294169006;Coal tar allergy (disorder);4102511000005110;allergi over for kultjære;;
294171006;Coal tar bath preparations allergy (disorder);4288421000005110;allergi over for kultjærebadspræparater;;
294170007;Coal tar scalp preparations allergy (disorder);4112101000005110;allergi over for kultjærepræparater til hovedbunden;;
294191004;Collodion allergy (disorder);4112111000005110;allergi over for collodion;;
294192006;Counter irritants allergy (disorder);4203641000005110;allergi over for midler mod irritation;;
294200004;Crotamiton allergy (disorder);4112141000005110;allergi over for crotamiton;;
294187009;Desloughing agents allergy (disorder);4203651000005110;allergi over for midler til fjernelse af nekrotisk væv fra sår;;
294188004;Aserbine allergy (disorder);4288471000005110;allergi over for aserbin;;
294173009;Dithranol allergy (disorder);4112121000005110;allergi over for dithranol;;
294175002;Dithranol cream allergy (disorder);4124091000005110;allergi over for dithranolcreme;;
294174003;Dithranol ointment allergy (disorder);4739611000005110;allergi over for dithranolsalve;;
294176001;Dithranol paste allergy (disorder);4288441000005110;allergi over for pasta indeholdende anthralin;;
294439005;Domiphen allergy (disorder);4112131000005110;allergi over for domiphen;;
294167008;Dusting powders allergy (disorder);4124121000005110;allergi over for pudder;;
294193001;Emollient allergy (disorder);4124141000005110;allergi over for blødgøringsmiddel;;
294441006;Cetylpyridinium allergy (disorder);4112161000005110;allergi over for cetylpyridinium;;
294166004;Emollient bath additives allergy (disorder);4124131000005110;allergi over for blødgørende badeadditiver;;
294416004;Hexachlorophane allergy (disorder);4124111000005110;allergi over for hexachlorophen;;
294177005;Ichthammol allergy (disorder);4112171000005110;allergi over for ichthammol;;
294915005;Iodophore allergy (disorder);4112181000005110;allergi over for iodophor;;
294916006;Povidone iodine allergy (disorder);4366481000005110;allergi over for povidoniod;;
293770006;Mercuric oxide allergy (disorder);3848531000005110;allergi over for kviksølvoxid;;
294480003;Mupirocin allergy (disorder);4112151000005110;allergi over for mupirocin;;
294183008;Podophyllotoxin allergy (disorder);4124101000005110;allergi over for podophyllotoxin;;
294182003;Podophyllum resin allergy (disorder);4239151000005110;allergi over for podophyllum resin;;
294194007;Poultices allergy (disorder);4124151000005110;allergi over for grødomslag;;
294204008;Silver nitrate allergy (disorder);3955181000005110;allergi over for sølvnitrat;;
294184002;Sunscreening preparations allergy (disorder);4288461000005110;allergi over for præparater med solfilter;;
294189007;Surgical tissue adhesive allergy (disorder);4124191000005110;allergi over for kirurgisk vævsadhæsionsmiddel;;
294190003;Enbucrilate allergy (disorder);4203671000005110;allergi over for middel indeholdende n-butyl-cyanoacrylat;;
294202007;Topical abrasive agent allergy (disorder);4203681000005110;allergi over for slibemiddel til topikal anvendelse;;
294201000;Topical salicylic acid allergy (disorder);3953261000005110;allergi over for salicylsyre til topikal anvendelse;;
294199002;Topical selenium allergy (disorder);4203691000005110;allergi over for selen til topikal anvendelse;;
294417008;Triclosan allergy (disorder);4124161000005110;allergi over triclosan;;
294165000;Urea creams allergy (disorder);4203891000005110;allergi over for cremer indeholdende urea;;
294310006;Topical potassium allergy (disorder);3953271000005110;allergi over for kalium til topikal anvendelse;;
294311005;Topical zinc allergy (disorder);4203901000005110;allergi over for zink til topikal anvendelse;;
294631000;Vaccine, immunoglobulins and antisera allergy (disorder);4203911000005110;allergi over for vacciner, immunglobuliner og antisera;;
294666003;Antisera allergy (disorder);3955191000005110;allergi over for antisera;;
294632007;Immunoglobulin products allergy (disorder);4218561000005110;allergi over for produkter indeholdende immunglobulin;;
294636005;Anti-D (Rh) immunoglobulin allergy (disorder);4124251000005110;allergi over for anti-D (Rh) immunglobulin;;
294668002;Botulism antitoxin allergy (disorder);4288571000005110;allergi over for botulismeantitoxin;;
294669005;Diphtheria antitoxin allergy (disorder);4288581000005110;allergi over for difteriantitoxin;;
294633002;Human immunoglobulin allergy (disorder);3955201000005110;allergi over for humant immunglobulin;;
294637001;Hepatitis B immunoglobulin allergy (disorder);3955211000005110;allergi over for hepatitis B-immunglobulin;;
294634008;Intramuscular immunoglobulin allergy (disorder);4218571000005110;allergi over for immunglobulin til intramuskulær anvendelse;;
294635009;Intravenous immunoglobulin allergy (disorder);4218581000005110;allergi over for immunglobulin til intravenøs anvendelse;;
294638006;Tetanus immunoglobulin allergy (disorder);4239161000005110;allergi over for Tetanus immunglobulin;;
294639003;Varicella-zoster immunoglobulin allergy (disorder);4124661000005110;allergi over for varicella zoster-immunglobulin;;
294640001;Vaccines allergy (disorder);4124261000005110;allergi over for vacciner;;
293640006;Allergen extract vaccine allergy (disorder);3848551000005110;allergi over for allergenekstraktvaccine;;
294641002;Anthrax vaccine allergy (disorder);4124671000005110;allergi over for anthraxvaccine;;
294642009;Diphtheria vaccines allergy (disorder);4288541000005110;allergi over for difterivaccine;;
294643004;Diphtheria single antigen vaccine allergy (disorder);4124681000005110;allergi over for enkeltantigen-difterivaccine;;
294664000;Haemophilus influenzae Type B vaccine allergy (disorder);4218661000005110;allergi over for vaccine mod Haemophilus influenzae type B;;
294663006;Hepatitis A vaccine allergy (disorder);3955221000005110;allergi over for hepatitis A-vaccine;;
294646007;Hepatitis B vaccine allergy (disorder);3955231000005110;allergi over for hepatitis B-vaccine;;
294647003;Influenza vaccine allergy (disorder);3955241000005110;allergi over for influenzavaccine;;
294648008;Influenza split virion vaccine allergy (disorder);4124711000005110;allergi over for influenzavaccine, split virion;;
294649000;Influenza surface antigen vaccine allergy (disorder);4288551000005110;allergi over for overfladeantigen-vaccine mod influenza;;
294401002;Lactobacill acidophil vaccine allergy (disorder);3954011000005110;allergi over for lactobacillus acidophilus-vaccine;;
294665004;Meningococcal polysaccharide vaccine allergy (disorder);3954021000005110;allergi over for meningokok-polysakkarid-vaccine;;
294650000;Mumps vaccine allergy (disorder);4218671000005110;allergi over for fåresygevaccine;;
294651001;Pertussis vaccine allergy (disorder);3955251000005110;allergi over for kighostevaccine;;
294652008;Pneumococcal vaccine allergy (disorder);3954051000005110;allergi over for pneumokokvaccine;;
294654009;Poliomyelitis vaccine allergy (disorder);3954061000005110;allergi over for poliovaccine;;
294655005;Rabies vaccine allergy (disorder);3954071000005110;allergi over for rabiesvaccine;;
294656006;Rubella vaccine allergy (disorder);3954081000005110;allergi over for rubellavaccine;;
294662001;Measles/mumps/rubella vaccine allergy (disorder);3954101000005110;allergi over for mæslinge-, fåresyge- og rubellavaccine;;
294657002;Smallpox vaccine allergy (disorder);2324081000005110;Allergi over for koppevaccine;;
294658007;Tetanus vaccine allergy (disorder);3954091000005110;allergi over for tetanusvaccine;;
294644005;Diphtheria and tetanus vaccine allergy (disorder);3954031000005110;allergi over for difteri- og tetanusvaccine;;
294645006;Diphtheria and tetanus and pertussis vaccine allergy (disorder);3954041000005110;allergi over for difteri-, tetanus- og kighostevaccine;;
294659004;Typhoid vaccine allergy (disorder);4063271000005110;allergi over for tyfusvaccine;;
294660009;Typhoid polysaccharide vaccine allergy (disorder);4219521000005110;allergi over for polysaccharidvaccine mod tyfus;;
294661008;Typhoid whole cell vaccine allergy (disorder);4288561000005110;allergi over for helcellevaccine mod tyfus;;
294920005;Vitamin products allergy (disorder);3953461000005110;allergi over for vitaminprodukter;;
294922002;Fat soluble vitamin allergy (disorder);3953481000005110;allergi over for fedtopløselige vitaminer;;
294926004;Alpha-tocopheryl allergy (disorder);4124741000005110;allergi over for alpha-tocopheryl;;
294923007;Vitamin A allergy (disorder);3953491000005110;allergi over for A-vitamin;;
294924001;Vitamin D allergy (disorder);3953501000005110;allergi over for D-vitamin;;
294178000;Calcipotriol allergy (disorder);4124751000005110;allergi over for calcipotriol;;
294925000;Vitamin K allergy (disorder);3953511000005110;allergi over for K-vitamin;;
294921009;Multivitamin and mineral preparations allergy (disorder);4219681000005110;allergi over for præparater indeholdende flere vitaminer og mineraler;;
294927008;Water soluble vitamin allergy (disorder);3953431000005110;allergi over for vandopløselige vitaminer;;
294940003;Ascorbic acid allergy (disorder);3953441000005110;allergi over for ascorbinsyre;;
294928003;Vitamin B group allergy (disorder);4288591000005110;allergi over for B-vitamingruppe;;
294930001;Folic acid allergy (disorder);3953381000005110;allergi over for folsyre;;
294931002;Folinic acid allergy (disorder);3953391000005110;allergi over for folinsyre;;
294937003;Inositol allergy (disorder);3953411000005110;allergi over for inositol;;
295097006;Inositol nicotinate allergy (disorder);4239181000005110;allergi over for inositolnicotinat;;
294912008;L-Carnitine allergy (disorder);3955261000005110;allergi over for L-carnitin;;
294935006;Niacinamide allergy (disorder);4219531000005110;allergi over for nicotinamid;;
294929006;Nicotinic acid allergy (disorder);3953371000005110;allergi over for nicotinsyre;;
294938008;Pyridoxine preparation allergy (disorder);4219611000005110;allergi over for præparat indeholdende pyridoxin;;
294939000;Thiamine preparation allergy (disorder);4219621000005110;allergi over for præparat indeholdende thiamin;;
294936007;Vitamin B complex preparations allergy (disorder);4219861000005110;allergi over for præparater indeholdende B-kompleks-vitamin;;
294932009;Vitamin B12 preparation allergy (disorder);4219731000005110;allergi over for præparat indeholdende B12-vitamin;;
294934005;Cyanocobalamin allergy (disorder);3953401000005110;allergi over for cyanocobalamin;;
294933004;Hydroxocobalamin allergy (disorder);3953341000005110;allergi over for hydroxocobalamin;;
294950002;Zinc allergy (disorder);3953351000005110;allergi over for zink;;
